Centre Id,Center,Type,Activity,Org,Lat,Long
HM0655,Kouratou,4,null,null,9.52472,-10.6554
HM0186,Koket,4,null,null,9.52509,-13.3501
MOH016,Centre de Sant? Alassoya,Health Clinic,null,GOV,9.5269,-13.087013
HM0653,Nianfourando 2,4,null,null,9.52771,-10.5063
GN-STF011,Clinique Ambroise Par?,Hospital,null,null,9.527925,-13.688356
GN-STF093,YR Manufactury LTD,Medical Equipment & Supplies,null,null,9.53422,-13.688128
"HM1070|Clinique Ambroise Pare|Pharmacie Manquepas|General Medicine, Pediatrics, Gynecology & Obstetrics, Cardiology, Gastroenterology, ENT, Opthalmology, General Surgery, Urology, Trauma, Dermatology, Diabetologie, Pneumonology, Psychology & Psychiatry, Traditional Chinese Medicine|null|9.53422|-13.688128",,,,,,
HM1060,Donka,null,Neuro-Surgeon Specialist,null,9.53422,-13.688128
HM1054,Institut National de Sant? Publique (INSP) ? c?t? du centre culturel Franco Guin?en,null,HIV testing,null,9.534399,-13.673951
GN-STF027,Centre Medical Communal Col?ah,Municipal Medical Center,HIV testing,null,9.534399,-13.673951
"GN-STF022|H?pital National Donka|Hospital|Isolation and training centre|Gov, MSF, WHO|9.535633|-13.683205",,,,,,
GN-STF039,Hopital Pr?fectoral Dubreka,Hospital,null,null,9.535659,-13.683182
HM1023,Centre De Sant? Communal De Col?ah,Centre Medical Communal,null,null,9.53571,-13.6787
"HM1051|AGBEF Camayenne|null|Sexual and reproductive health, HIV testing|null|9.535719|-13.68927",,,,,,
"GuiDon|Hopital National Donka|Hospital (1)|ETC, Triage, CNTS- National center for blood transfusion|MSF|9.53628|-13.68291",,,,,,
GN-STF087,Centre National de Transfusion de Sang,Blood Transfusion Center,null,null,9.537468,-13.683744
HM1025,Centre De Sant?,3,null,null,9.53851,-13.6692
MOH003,Centre de sant? Madina,Health Clinic (3),null,GOV,9.542362,-13.66726
HM0442,Mamouroudou Centre de Sant?,3- Health Centre,null,GOV,9.54309,-9.3175
MOH002,Centre de sant? Port,Health Clinic,null,Gov,9.544438,-13.66006
HM1053,Universit? Gamal,University,HIV testing,null,9.544444,-13.676389
HM0467,Yomadou,4,null,null,9.54468,-9.97321
HM0188,Centre de Sant? Maferinya,Health Center,null,GOV,9.54749,-13.2859
HM1011,Centre De Sant? Dixinn,3,null,null,9.54773,-13.6714
HM0441,Fankono,4,null,null,9.54852,-9.1651
GN-STF088,Cabinet De Soins,Health Clinia,null,null,9.5498,-13.6555
HM1010,Centre De Sant? Macir?,Health Center (HIV?),HIV testing,null,9.55011,-13.6654
HM0468,Centre de Sant? Albadaria,Health Center,null,GOV,9.55072,-9.99878
GN-STF002,Cabinet et Pharmacie Veterinaire,Clinique v?t?rinaire,null,null,9.551126,-13.672385
HM1071,Clinique Internationale bel'air (Ciba),Hospital,null,null,9.552058,-13.64958
GN-STF074,Centre Medical Communal Matam,Hospital,HIV testing,null,9.5522,-13.6492
HM1026,Centre De Sant? De Matam,Centre de Sante,null,null,9.55292,-13.6513
HM1008,Poste De Sant?,4,null,null,9.5553,-13.6614
HM0440,Morigbeya,4,null,null,9.5575,-9.46368
HM1015,Poste De Sant? Hafia Mosqu?e,4,null,null,9.55829,-13.6549
HM1034,Gbessia Port,Health Clinic,HIV testing,null,9.56128,-13.6285
HM1014,Poste De Sant?,3,null,null,9.56152,-13.6529
HM1012,Centre De Sant? Hafia I,Health Center,null,null,9.56232,-13.6589
GN-STF025,CMC Mini?re,Centre Medical Communal,HIV testing,null,9.56232,-13.6589
HM1016,Poste De Sant? Chinois,4,null,null,9.56671,-13.6621
HM1007,Centre De Sant? Belle-Vue Coloyah,3,null,null,9.56689,-13.6588
HM1013,Poste De Sant? Hafia Ii,4,null,null,9.56708,-13.6563
HM0180,Daffira,4,null,null,9.56989,-12.6844
HM1041,Centre De Sant?,3,null,null,9.57172,-13.6505
GN-STF086,Cabinet D'Assistance Medico-Sociale,Clinic,null,null,9.575737,-13.610785
HM0517,Karako,4,null,null,9.57611,-10.4151
HM1033,Dar-Es-Salam - 1,3,null,null,9.57629,-13.6339
GN-STF116,CENTRE DE SANTE DE OISEEN,Clinic,null,null,9.576394,-13.612373
HM1031,Clinique M?dicale De Gb?ssia - Centre M?dical Internationale,1,null,null,9.58008,-13.6218
HM1040,Centre De Sant?,3,null,null,9.580499,-13.646096
GN-STF118,CABINET DENTAIRE ARABE DENTISTE,Dentist,Dentistry,null,9.583241,-13.649911
GN-STF119,CABINET MEDICAL DR KEMO CONDE,Clinic,null,null,9.583241,-13.649911
GN-STF120,CLINICAL LAB MED,Clinic,null,null,9.583241,-13.649911
HM1047,Dispensaire Maternit?,3,null,null,9.58429,-13.6585
GN-STF024,Hospital Jean Paul II,Hospital,null,null,9.58569,-13.6535
HM1048,Jean Paul 2,Hospital,HIV testing,null,9.58569,-13.6535
GN-STF072,CIMED,Gynecology/radiology,null,null,9.5881,-13.654
null,Kabala Government Hospital,Hospital,null,null,9.588636,-11.551813
"HM1069|Centre de Sante la Grace|Hospital|Hospital activities, Medical and dental practice activities, Activities of|null|9.589171|-13.655713",,,,,,
GN-STF007,Polyclinique Maison,Medical Center,null,null,9.5892,-13.6557
GN-STF117,Universit? Sonfonia,null,HIV testing,null,9.5892,-13.6557
GN-STF029,CMC Flamboyant,Centre Medical Communal,HIV testing,null,9.5892,-13.6557
GN-STF030,CMC Ratoma,Centre Medical Communal,HIV Testing,null,9.5892,-13.6557
MOH005,Centre de Sant? Koloma,Health Clinic,null,GOV,9.58981,-13.6224
"GN-STF115|Sant? Forces Arm?es Camp Alpha Yaya|null|HIV testing, Armed forces health|null|9.5915|-13.6137",,,,,,
HM1035,Sandia Snoeren,3,null,null,9.5929,-13.6211
HM1045,Centre De Sant? Soloprimo,3,null,null,9.59692,-13.6271
HM1068,Dr. Walburga Duranteau,General Practice,Obstetrics & Gynaecology,null,9.597048,-13.652096
"GN-STF122|Simbaya, Ratoma|Dentist|Dentistry|null|9.5974|-13.5956",,,,,,
HM1043,Centre De Sant? Kipe,3,null,null,9.59808,-13.6393
"GN-STF006|H?pital de l'Amiti? Sino-Guin?enne|Hospital|Specialties: neurology, cardiology, trauma, thoracic surgery, physiotherapy, disinfection and protection|GOV, WHO|9.59882|-13.64778",,,,,,
HM0652,Banian,Health Center,null,null,9.59912,-10.5358
GN-STF077,Cabinet Duranteau,gynecologist,null,null,9.602,-13.6543
HM1044,Clinique M?re Et Enfants,3,null,null,9.60211,-13.6406
GN-STF063,Clinique M?re et Enfant,Health center,Pediatrician,null,9.60247,-13.640714
HM1049,Centre De Sant? Simbaya,3,null,null,9.60791,-13.6137
GN-STF073,HOPITAL AISSA,Hospital,null,null,9.609,-13.5934
MOH009,Centre de Sant? Dabompa,Health Clinic,null,GOV,9.609019,-13.593396
MOH010,Centre de Sant? Enta Sud,Health Clinic,null,GOV,9.609019,-13.593396
MOH011,Centre de Sant? Matoto Centre,Health Clinic,null,GOV,9.609019,-13.593396
MOH012,Centre de Sant? Tan?n?,Health Clinic,null,GOV,9.609019,-13.593396
GN-STF095,Dispensaire SBK,Dispensary,HIV testing,null,9.609019,-13.593396
GN-STF114,Mission Alfa,null,HIV testing,null,9.609019,-13.593396
"HM1052|Hafia mini?re FMG|null|General health care, specialized care for persons with HIV/AIDS|null|9.61194|-13.612045",,,,,,
HM0181,Centre de Sant? Sikhourou,Health Center,null,GOV,9.61212,-12.8091
HM1066,Dr. Alpha Amadou Bah,General Practice,null,null,9.612498,-13.645759
MOH007,Centre de Sant? Simbaya Gare,Health Clinic,null,GOV,9.61257,-13.60267
HM1042,Centre De Sant? Kaporo,3,null,null,9.61292,-13.6462
HM0187,Maleah,4,null,null,9.61292,-13.3078
"GN-STF113|Dispensaire Saint Gabriel|Health Centre|Primary care, HIV testing, maternity hospital|null|9.613511|-13.589264",,,,,,
HM1046,Centre De Sant? Nongo,3,null,null,9.61389,-13.6386
HM0422,Y?nguiakh?ry,4,null,null,9.62012,-13.172
HM0416,Kiriya,4,null,null,9.62048,-13.2633
HM1037,Centre De Sant? Yembeyia,3,null,null,9.62073,-13.6197
HM0469,Farawoya,4,null,null,9.6239,-9.99939
GN-STF089,Cabinet Medical Chirurgical Associatif De Kissosso,Health Clinic,null,null,9.6293,-13.5672
MOH009,Centre de Sant? Wanindara,Health Clinic,HIV testing,GOV,9.6323,-13.5899
HM0419,Mangata,4,null,null,9.6369,-13.3269
HM0518,Centre de Sant? Flowaro-Douako,4,null,null,9.6369,-10.3099
HM1036,Sant? Arc-En-Ciel,3,null,null,9.63751,-13.6206
HM1030,Tombolia - March?,3,null,null,9.6449,-13.564
MOH006,Centre de Sant? Lambanyi,Health Clinic,null,GOV,9.64494,-13.61382
GN-STF099,Cabinet-Medical Carriere,General Practice,null,null,9.6453,-13.5475
GN-STF121,CENTRE DE SANTE BETHEL,Medical centre,null,null,9.6453,-13.5475
"GN-STF081|Centre Medical International/ American Hospital/ American International University, School of Medicine|University Teaching Hospital?|null|null|9.6453|-13.5475",,,,,,
GN-STF096,Ciba,Hospital activities.,null,null,9.6453,-13.5475
"GN-STF090|Clinique Medical de Gbessia|Hospital activities, Medical and dental practice activities.|null|null|9.6453|-13.5475",,,,,,
GN-STF091,Clinique Neurologique,Clinic,null,null,9.6453,-13.5475
GN-STF094,Dr. Ibrahima Sory Cissoko,General Medicine,General Medicine,null,9.6453,-13.5475
GN-STF084,Jamal Thermos,null,null,null,9.6453,-13.5475
GN-STF097,Mercy Ships - New Steps Centre,null,null,null,9.6453,-13.5475
HM1029,Centre Recherche Fod? S,3,null,null,9.6485,-13.5517
HM0465,Tokounou Centre de Sant?,3 - Health Centre,null,GOV,9.65271,-9.78198
HM0417,Kounsouta,3,null,null,9.65393,-13.2902
HM0543,Petty-Centre,4,null,null,9.65588,-13.3809
HM0420,Toguiron,4,null,null,9.65668,-13.3545
HM0421,Centre de Sant? Wonkifong,Health Centre,null,GOV,9.65887,-13.3818
MOH004,Centre de Sant? Kobaya,Health Clinic,null,GOV,9.661432,-13.602567
HM1027,Clinique Priv?,2,null,null,9.66168,-13.5458
HM1039,Poste De Sant?,4,null,null,9.66931,-13.5577
MOH008,Centre de Sant? Sonfonia,Health Clinic,HIV testing,GOV,9.671379,-13.559317
HM0418,Kouy?ya,4,null,null,9.67352,-13.4026
GN-STF013,FAOAMA,Univeristy,null,null,9.679801,-13.582018
HM1038,Centre De Sant? Tamouta,3,null,null,9.67987,-13.572
HM0931,Poste Sant? Ba?lo-Bayah,4,null,null,9.68591,-13.5221
HM0408,Centre de Sant? Doumbouyah,Health Centre,null,GOV,9.6925,-13.3836
HM0415,Kendoumaya,4,null,null,9.70111,-13.3344
HM0411,Sanoyah,2,null,null,9.70129,-13.4837
HM0412,Sanoyah,3,null,null,9.70392,-13.4983
HM0413,Sanoyah,2,null,null,9.70551,-13.4999
HM0407,Hopital Pr?fectoral Coyah,Hospital,null,GOV,9.70691,-13.392201
MOH013,Centre de Sant? Coyah Centre,Health Clinic,null,GOV,9.70904,-13.388956
HM0410,Cit?,4,null,null,9.71033,-13.4457
HM0988,L?four?,4,null,null,9.71368,-12.6499
HM0414,Centre de Sant? Man?ah,Health Centre,null,GOV,9.71948,-13.411
HM0065,Fossikhour?,4,null,null,9.72168,-13.1516
HM0618,Komodou Centre de Sant?,3 - Health Centre,null,GOV,9.7265,-9.073119
HM0649,Forage (Songoyah) Centre de Sant?,3 - Health Centre,null,GOV,9.727871,-10.87501
HM0018,T?bolon,4,null,null,9.73108,-13.5247
HM0648,Tiro Centre de Sant?,3 - Health Centre,null,GOV,9.73273,-10.6339
HM0068,Tan?n?,4,null,null,9.74768,-13.0042
null,Manna Maternal Child Health Post,Health Post,null,null,9.758402,-11.488233
HM0454,Boula Centre de Sant?,3 - Health Centre,null,GOV,9.77509,-8.49359
HM0409,Centre de Sant? Kouriah,Health Centre,null,GOV,9.77832,-13.3451
"GN-STF125|H?pital Pr?fectoral Dubreka Centre|Hospital|HIV testing, pediatrics, general medicine, surgery, gynecology, radiology, maternity|null|9.784844|-13.515837",,,,,,
HM0017,N?gueyah,4,null,null,9.7865,-13.4884
MOH014,Centre de Sant? Dubr?ka Cantre,Health Clinic,null,GOV,9.78896,-13.51712
HM0019,Madina,3,null,null,9.78967,-13.503
HM0021,Centre de Sant? Dubr?ka Dogb?r?,Health Center,null,GOV,9.79053,-13.5259
HM0020,null,3,null,null,9.79053,-13.5185
HM0947,Maniceliya,4,null,null,9.79651,-9.93829
HM0456,Kodiana,4,null,null,9.80792,-8.33521
HM0930,Taadi,4,null,null,9.81152,-13.4048
HM0072,Bambaya Centre,4,null,null,9.81689,-12.6489
HM0016,B?r?ir?,4,null,null,9.81732,-13.4884
HM0015,Yorokogu?ah,4,null,null,9.82971,-13.4817
HM0064,Centre de Sant? Mambia,Health Center,null,GOV,9.83789,-13.1037
HM0066,Hariana Silingbin,4,null,null,9.84167,-13.1657
null,Falaba Community Health Centre,Health Centre,null,null,9.85546,-11.321143
null,Sinkunia Community Health Centre,Health Centre,null,null,9.863292,-11.42885
HM0067,Gbinkily,4,null,null,9.8653,-13.0603
HM0459,Maledou,4,null,null,9.8717,-8.65149
MOH021,Centre de Sant? Madina Oula,Health Clinic,null,GOV,9.872804,-12.44588
GN-STF129,Madina Woula border checkpoint,Health checkpoint (Sierra Leone border),Ebola screening for people passing the Guinea - Sierra Leone frontier,null,9.877858,-12.444072
HM0088,Almamiya,4,null,null,9.87988,-12.4464
HM0025,Centre de Sant? Khorira,Health Center,null,GOV,9.8819,-13.4921
HM0436,Moribaya 2 Centre de Sant?,3 - Health Centre,null,GOV,9.88312,-9.547
HM0663,H?r?makonon,3,null,null,9.88849,-11.0698
HM0024,Gbantama,4,null,null,9.89252,-13.5738
HM0457,Kalafilila,4,null,null,9.92548,-8.16699
HM0107,M'Bendia,4,null,GOV,9.92932,-13.7369
MOH022,Centre de Sant? Molota,Health Clinic,null,GOV,9.932181,-12.846193
HM0656,Nialia (Nialeaya) Centre de Sant?,3 - Health Centre,null,GOV,9.93573,-10.5573
HM0662,Dantilia,4,null,null,9.9397,-10.9506
HM0105,Tat?ma,3,null,GOV,9.9491,-13.8847
HM0081,Barrage Kal? Cit?,4,null,null,9.95172,-12.9932
HM0104,Tat?ma,3,null,GOV,9.95367,-13.9052
HM0073,Kilissi,4,null,null,9.96448,-12.8236
HM0458,Manianko,4,null,null,9.96613,-8.342709
HM0089,Dar -ES - Salam,4,null,null,9.97589,-12.3395
HM0934,Moussaya,4,null,GOV,9.980535,-13.816617
GN-STF127,CS Moriady (Sabouyah),Health Centre,HIV testing,null,9.980725,-12.910188
HM0026,Kondeyir?,4,null,null,9.98187,-13.3554
HM0982,Kondoya,4,null,null,9.98352,-13.0088
HM0032,Kond?ya,4,null,null,9.98853,-13.7167
HM0083,Poste de Sant? Foulaya,4,null,null,9.99573,-12.9103
HM0651,Maternit? Nyaya,4,null,null,10.0067,-11.0666
HM0106,Kott?ya,4,null,GOV,10.010792,-13.951309
HM0074,Bokaria Centre,4,null,null,10.0109,-12.6911
HM0033,Kenendelory,4,null,null,10.0129,-13.6791
HM0082,Centre de Sant? Damakania Centre,Health Center,null,GOV,10.0135,-12.8942
"GN-STF124|K?n?nd? H?pital|Hospital|General medicine, Pediatrics, Surgery, Obstetrics and Gynaecology, Cardiology, Neurology|Ngo HAMACI|10.01583|-13.67822",,,,,,
HM0957,Souleymania Centre,4,null,null,10.0177,-10.833201
HM0933,null,4,null,GOV,10.0275,-13.8824
HM0707,H?pital Mim?,1,null,null,10.0375,-10.728
HM0027,Tafory Soso,4,null,null,10.0387,-13.6371
HM0080,Dadiya,3,null,null,10.0409,-12.8769
GN-STF032,Hopital R?gional Faranah,Hospital,null,null,10.042083,-10.740417
GN-STF014,Hopital Pr?fectoral Kissidougo,Hospital,null,null,10.042083,-10.740417
HM0079,Gangan,3,null,null,10.0421,-12.8794
HM0076,Centre de Sant? Kindia-Wondima,Health Center,null,null,10.0435,-12.8457
MOH015,Centre de Sant? Wassou (Ouassou),Health Clinic,null,GOV,10.0456,-13.6285
GN-STF010,Centre PMI,Medical Center,null,null,10.04725,-12.86013
GN-STF102,Hopital Prefectoral Kindia,null,null,null,10.0483,-12.8579
MOH020,Centre de Sant? Kindia-Biban?,Health Clinic,null,GOV,10.048634,-12.854133
MOH020,Centre de Sant? Kindia-Manquepas,Health Clinic,null,GOV,10.048634,-12.854133
GN-STF016,H?pital Regional Alpha Oumar Diallo,Hospital,null,null,10.04883,-12.86149
GN-STF064,Seracco,Hospital,null,null,10.049248,-12.8578
GN-STF042,Hopital R?gional Kindia,Hospital,null,null,10.049653,-12.854028
HM0657,Taganya-Centre,4,null,null,10.0505,-11.3658
HM0077,Centre de Sant? Cacia (Kindia-kassia ?),Health Center,null,GOV,10.0593,-12.85
GN-STF128,H?pital R?gional Kindia Centre,Hospital,HIV testing,null,10.06495,-12.85027
HM0650,Sandenia Centre de Sant?,3 - Health Centre,null,GOV,10.0693,-11.1209
HM0028,Koubia,4,null,null,10.0713,-13.6364
HM0061,Centre de Sant? Samaya,Health Center,null,GOV,10.0815,-13.0177
HM0022,Ningu?ty,4,null,null,10.0817,-13.2159
HM0034,Centre de Sant? Tan?n?,Health Center,null,GOV,10.083901,-13.6927
HM0029,Yafraya,4,null,null,10.0851,-13.6626
HM0078,Dianfou,4,null,null,10.0879,-12.8684
HM0057,Khatia,4,null,null,10.0949,-12.515
HM0932,Fallandjan,4,null,GOV,10.0985,-13.9173
HM0069,Centre de Sant? Kolent?,Health Center,null,null,10.1007,-12.6277
HM0031,Konfonya,4,null,null,10.1091,-13.838
HM0063,Kaporo,4,null,null,10.1135,-13.023
HM0998,Kalankalan,4,null,null,10.1137,-8.88971
HM0638,Noumoudjila,4,null,null,10.1245,-8.03619
HM0665,S?r?koro-Centre,4,null,null,10.1273,-10.426
HM0435,Sabadou-Baranama Centre de Sant?,3 - Health Centre,null,GOV,10.1279,-8.76831
HM0977,Diamona,4,null,null,10.1361,-9.03821
HM0023,Centre de Sant? Fal?ssad? Centre,Health Center,null,GOV,10.1365,-13.302
HM0313,Our? -Kaba,Health Center,null,null,10.137299,-11.6601
HM0115,Tamita,Health Center,null,GOV,10.1415,-13.9421
HM0664,Beindou,Health Center,null,null,10.1463,-10.5385
HM0056,Centre de Sant? Sougu?ta,Health Center,null,GOV,10.1539,-12.5358
HM0521,Oroko,3,null,null,10.1545,-10.125
HM0062,Mal?ah,4,null,null,10.1581,-13.0985
HM0658,Soloya Non Fonctionnel,4,null,null,10.1703,-11.2931
HM0659,Marella 1 Centre de Sant?,3 - Health Centre,null,GOV,10.1757,-11.412
HM0955,Kalia-Centre,4,null,null,10.1761,-11.2297
HM0096,Hopital Pr?fectoal Boffa,Hospital (1),null,GOV,10.1787,-14.031
MOH035,Centre de Sant? Boffa Centre,CSU,null,GOV,10.1812,-14.0377
HM0097,Bolonde,3,null,GOV,10.1829,-14.0414
HM0075,Tan?n?,4,null,null,10.1987,-12.8857
HM0117,Gbassaya Centre,4,null,GOV,10.19947,-13.901096
HM0444,Maramorea,4,null,null,10.2007,-9.6377
HM0036,Simbarayah,4,null,null,10.2087,-13.1977
HM0443,Koumban 2 Centre de Sant?,3 - Health Centre,null,GOV,10.2121,-9.47137
HM0433,Tintinoulen Centre de Sant?,3 - Health Centre,null,GOV,10.2155,-9.2041
HM0013,Centre de Sant? Samayah,Health Center,null,GOV,10.2173,-13.4339
HM0030,Khountoun,4,null,null,10.2223,-13.4956
HM0110,Lisso Centre,Health Center,null,GOV,10.2239,-13.8961
HM0098,Lakhata,4,null,GOV,10.234334,-14.22182
HM0101,Douprou,Health Center,null,GOV,10.2423,-14.3376
HM0071,Missid? Centre,4,null,null,10.2461,-12.748
HM0956,Sansanko,4,null,null,10.2463,-10.6427
HM0102,Bilnsad?,4,null,GOV,10.2531,-14.3971
HM0100,Koumbaya,4,null,GOV,10.267259,-14.425758
HM0954,Sabere-Kalia,4,null,null,10.2673,-11.2195
HM0434,Ourembaya,4,null,null,10.2705,-9.34338
HM0637,Bougoula,4,null,null,10.2727,-8.13959
HM0058,H?tel Mariador,1,null,null,10.2751,-12.4475
HM0635,Saladou Centre de Sant?,3 - Health Center,null,GOV,10.2751,-8.32959
HM0014,Centre de Sant? Bady,3,null,null,10.2791,-13.4189
HM1067,Dr. Mamady Diarre,General Practice,null,null,10.281996,-10.080715
HM0439,Missamana Centre de Sant?,3 - Health Centre,null,GOV,10.2887,-9.05048
HM0109,Wondetty,3,null,GOV,10.2891,-13.8745
HM0116,Corr?rah Centre,4,null,GOV,10.2901,-13.8612
HM0305,Soyah,Health Center,null,null,10.2917,-11.98
HM0099,Lonking,4,null,GOV,10.2919,-14.012
HM0161,Tormelin,Health Center,null,null,10.2935,-13.7218
HM0162,Y?kherakhid?,4,null,null,10.2985,-13.7959
HM0012,Tonton,4,null,null,10.299501,-13.4778
HM0711,Kahel,4,null,null,10.3003,-13.2624
HM0317,Tamagaly,4,null,null,10.3069,-12.2923
HM0318,Konkour?,3,null,null,10.3081,-12.2334
HM0120,Mamiah Centre,4,null,GOV,10.3105,-14.439
HM0669,B?leya,4,null,null,10.3105,-10.8144
HM0070,Walia,4,null,null,10.3125,-12.8208
HM0667,Passaya Centre de Sant?,3 - Health Centre,null,GOV,10.3207,-11.0779
HM0542,Moussadou,Health Center,null,null,10.3223,-8.79059
HM0084,Centre de Sant? Bangouya,Health Center,null,GOV,10.3275,-12.954701
HM0437,Kini?ba,4,null,null,10.3277,-8.90009
HM0668,Ni?nouya Centre,3,null,null,10.3293,-11.1369
HM0928,Khatia,4,null,GOV,10.329701,-13.9398
HM0108,Bondy,4,null,GOV,10.3479,-13.9082
HM0448,Centre de Sant? Kankan-koura,3 - Health Center,Couverture Sanitaire Universelle,GOV,10.3553,-9.2901
HM0167,Aviation (N_F),4,null,null,10.3583,-13.5739
HM0164,Hopital pr?fectoral Fria,Hospital,null,GOV,10.3657,-13.5824
GN-STF111,CS Sab?nd?,Health Centre,HIV testing,null,10.365802,-13.583039
HM0453,Gberedou-Baranama Centre de Sant?,3 - Health Centre,null,GOV,10.3663,-9.54828
HM0315,Lopp?,Health Center,null,null,10.3681,-12.0812
HM0452,Regional Kankan,1,null,null,10.3693,-9.3053
HM0165,H?pital P?chiney,Hospital,null,null,10.3697,-13.5772
HM0166,Tigu?,3,null,null,10.3705,-13.5838
HM0035,Centre de Sant? Tondon,Health Center,null,GOV,10.3711,-13.3555
GN-STF050,Hopital R?gional Mamou,Hospital,null,GOV,10.374028,-12.082111
GN-STF051,Hopital Pr?fectoral Pita,Hospital,null,null,10.374028,-12.082111
GN-STF015,H?pital Prefectoral de Mamou,Hospital,null,null,10.375184,-12.086216
GN-STF049,Hopital Pr?fectoral de Mamou,Hospital,null,GOV,10.375189,-12.086354
HM0316,Poudri?re Centre,1,null,null,10.3755,-12.0866
GN-STF003,Cabinet Veterinaire prive (SOOTA),Clinique v?t?rinaire,null,null,10.378582,-12.087364
HM0449,Salamani (Kankan-Salamani) Centre de Sant?,3 - Health Centre,null,GOV,10.3793,-9.293881
GN-STF033,Hopital R?gional Kankan,Hospital,null,null,10.382194,-9.308444
HM0451,H?r?makonon,4,null,null,10.3825,-9.31281
HM0450,Kabada (Kankan-kabada) Centre de Sant?,3 - Health Centre,null,GOV,10.3827,-9.30762
HM0438,Djimbala,4,null,null,10.3899,-8.9837
HM0962,Balandou Centre de Sant?,3 -Health Centre,null,GOV,10.3919,-9.25732
HM0059,Kouyeya,4,null,null,10.3923,-12.5768
HM0963,Missira (Kankan-missira) Centre de Sant?,3 - Health Centre,null,GOV,10.3941,-9.31671
HM0119,Tougnifily,Health Center,null,GOV,10.3955,-14.4251
HM0163,Balandougou,4,null,null,10.3959,-13.7395
HM0992,Centre de Sant? Wassaya/Banfele,3 - Health Center,null,GOV,10.4023,-9.9649
HM0168,Tabossy,4,null,null,10.4029,-13.5913
HM0087,Yattaya,4,null,null,10.4057,-12.7226
HM0103,Colia,Health Center,null,GOV,10.4121,-14.053001
HM0085,Khattia,4,null,null,10.4249,-12.9197
GN-STF106,Centre de Sant? S?r?,Health Center,Couverture Sanitaire Universelle,GOV,10.4272,-12.0795
HM0445,Foussen,4,null,null,10.4329,-9.25201
HM0625,Kindoye,Health Center,null,null,10.4431,-11.3025
HM0372,Konkour? Centre,Health Center,null,null,10.4485,-13.0103
HM0060,Sangoya,4,null,null,10.4495,-12.4814
HM0974,Orialen,4,null,null,10.4535,-8.61829
HM0111,Missira,4,null,GOV,10.4557,-13.85
HM0374,Kollet-Centre,3,null,null,10.4593,-13.1667
HM0514,Ballan,4,null,null,10.4715,-9.776
HM0446,Diankana,4,null,null,10.4719,-9.23578
HM0528,H?rico,4,null,null,10.4745,-13.0636
HM0541,Kantoumania Centre de Sant?,3 - Health Centre,null,GOV,10.4749,-8.66351
HM0086,Madina- Fanta,4,null,null,10.4801,-12.8305
HM0373,Toumania,4,null,null,10.4803,-13.1186
HM0114,Kakala,3,null,GOV,10.4861,-14.4118
HM0431,Dyansoumana,4,null,null,10.4921,-9.19513
HM0324,Dindeya,3,null,null,10.4945,-11.9701
HM0666,Morigb?ya,4,null,null,10.4951,-11.0266
HM0173,Baguinet Centre de Sant?,3 - Health Centre,null,GOV,10.4989,-13.5208
GN-STF107,Centre de Sant? Sangar?yah,null,null,null,10.5003,-13.6538
HM0118,Y?nguissa Centre,4,null,GOV,10.5101,-13.76236
HM0323,Dounet,Health Center,null,null,10.5101,-11.924
HM0447,Soumankoi,4,null,null,10.5121,-9.31781
HM0175,Fandj?ta,4,null,null,10.5133,-13.404
HM0301,Soumbalako Tokoss?r?,4,null,null,10.5169,-12.0698
HM0112,N'Dantari Centre,4,null,GOV,10.5203,-13.8319
HM0169,Fatala (N.F),4,null,null,10.5243,-13.6947
HM0964,Konso,Health Center,null,null,10.5277,-10.8415
HM0432,Koba,Health Center,null,null,10.5367,-9.14673
HM0113,Mankountan,Health Center,null,GOV,10.5373,-14.4432
HM0302,Tolo,Health Center,null,null,10.5401,-12.1473
HM0319,K?gn?ko,Health Center,null,GOV,10.5417,-11.7794
HM0136,Kouffin,4,null,null,10.543014,-14.564357
HM0326,Sennad?,4,null,null,10.5539,-12.2702
HM0926,Kkarifamoriyah,3,null,null,10.5569,-8.89508
HM0531,Kodiaran Centre,4,null,null,10.5575,-8.89691
HM0174,Madina,4,null,null,10.5619,-13.5827
HM0670,Camp Des R?fugi?s (Poste De Sant?),4,null,null,10.5643,-11.0302
HM0379,Siraya,4,null,null,10.5817,-12.9835
HM0369,Baland?,Health Center,null,null,10.5921,-13.2537
HM0520,Baro 1 Centre de Sant?,3 - Health Centre,null,GOV,10.6043,-9.70563
HM0325,Bouliwel,Health Center,null,GOV,10.6109,-12.1843
HM0967,Dar Es Salam,4,null,null,10.6133,-13.674
HM0124,Kankako Centre,4,null,GOV,10.615824,-14.370878
HM0132,Ta?gb?,4,null,null,10.6169,-14.5998
GN-STF036,Hopital Pr?fectoral Mandiana,Hospital,null,null,10.61727,-8.698726
HM0529,Mandiana,1,null,null,10.6205,-8.69629
HM0370,Ka?londji-Centre,4,null,null,10.6213,-13.1439
HM0121,Kataco,4,null,GOV,10.6317,-14.4723
HM0530,H?r?makono (Mandiana) Centre de Sant?,3 - Health Centre,null,GOV,10.6323,-8.69598
GN-STF062,Mango e.V. OP-Zentrum,Hospital,null,null,10.63636,-11.45724
HM0303,Ley Sar?,Health Center,null,null,10.6391,-11.8269
HM0545,Diarakourou,4,null,null,10.6419,-8.52051
HM0134,H?pital Compagnie Bauxite Guinee (CBG) Kamsar,Hospital,HIV testing,null,10.645701,-14.613
HM0758,Centre de Sant? Kouroussa,3 - Health Center,null,GOV,10.6487,-9.88141
